seconds, accX, accY, accZ, temp
4,0.13,1.03,0.08,45.31
4,0.13,1.03,0.18,43.25
4,0.02,0.94,0.18,43.17
4,-0.15,1.01,0.18,44.74
4,-0.15,1.06,0.12,42.92
4,-0.16,0.93,0.12,40.37
4,-0.04,1.05,0.06,40.37
4,-0.04,1.07,0.05,44.70
4,0.11,1.07,0.02,43.83
4,0.05,0.96,0.15,43.83
4,0.01,0.99,0.19,43.93
4,-0.12,0.99,0.13,41.39
4,-0.19,0.95,0.13,41.39
4,-0.07,1.01,0.08,41.56
4,-0.07,1.02,0.06,43.75
4,0.09,1.08,0.06,43.28
4,0.08,0.97,0.12,44.85
4,0.08,0.97,0.21,42.73
4,-0.07,0.97,0.21,45.28
4,-0.19,0.99,0.15,45.28
4,-0.23,0.96,0.08,40.80
4,-0.10,0.96,0.06,45.57
4,0.05,1.10,0.06,45.57
4,0.10,1.01,0.10,44.33
4,0.10,1.01,0.21,43.23
4,-0.03,0.95,0.21,43.66
4,-0.18,1.01,0.15,40.53
4,-0.18,0.93,0.10,46.50
4,-0.13,0.93,0.10,45.14
4,0.02,1.09,0.05,45.14
4,0.06,1.03,0.09,42.30
4,0.12,1.03,0.12,46.06
4,0.01,0.94,0.18,46.06
4,-0.16,1.01,0.17,44.44
4,-0.16,1.01,0.10,48.19
4,-0.17,0.93,0.10,47.77
4,-0.04,1.06,0.06,43.85
4,-0.04,1.06,0.07,46.62
4,0.12,1.06,0.07,45.62
4,0.04,0.95,0.16,45.62
4,0.06,1.00,0.20,40.59
4,-0.13,1.00,0.19,44.57
4,-0.18,0.95,0.13,44.57
4,-0.07,1.02,0.07,39.85
4,-0.07,1.02,0.06,43.80
4,0.10,1.08,0.06,43.80
4,0.07,0.97,0.14,46.59
4,0.07,0.97,0.20,40.91
4,-0.08,0.97,0.20,42.32
4,-0.19,0.99,0.14,42.32
4,-0.19,0.97,0.08,46.48
4,-0.09,0.97,0.11,42.06
4,0.05,1.10,0.05,42.06
4,0.04,1.00,0.11,43.04
4,0.10,1.00,0.21,44.77
4,-0.05,0.95,0.21,44.77
4,-0.18,1.00,0.15,42.97
4,-0.18,0.94,0.10,41.22
4,-0.12,0.94,0.10,40.67
4,0.02,1.09,0.05,46.16
4,0.02,1.03,0.08,38.60
4,0.12,1.03,0.08,43.36
4,0.00,0.93,0.18,43.36
4,0.01,1.01,0.17,40.32
4,-0.17,1.01,0.17,45.17
4,-0.15,0.93,0.11,45.17
4,-0.02,1.07,0.05,42.52
4,-0.02,1.11,0.07,45.27
4,0.11,1.05,0.07,44.62
4,0.04,0.95,0.16,48.54
4,0.04,0.99,0.19,44.01
4,-0.13,0.99,0.19,46.87
4,-0.18,0.95,0.12,46.87
4,-0.13,1.02,0.06,41.70
4,-0.06,1.02,0.06,39.32
4,0.10,1.07,0.06,39.32
4,0.06,0.97,0.14,41.50
4,0.06,0.97,0.20,44.65
4,-0.10,0.97,0.20,44.72
4,-0.18,0.97,0.14,43.16
4,-0.18,0.98,0.08,44.54
4,-0.09,0.98,0.08,44.53
4,0.07,1.09,0.05,44.53
4,0.09,0.98,0.12,44.40
4,0.09,0.98,0.09,43.86
4,-0.06,0.95,0.21,43.86
4,-0.18,1.00,0.14,43.95
4,-0.18,1.00,0.10,41.80
4,-0.12,0.94,0.10,41.80
4,0.02,1.09,0.05,41.66
4,0.02,1.07,0.10,45.88
4,0.11,1.01,0.10,38.83
4,-0.02,0.95,0.20,38.83
4,-0.02,1.01,0.16,41.48
4,-0.17,1.01,0.17,45.70
4,-0.15,0.94,0.11,45.70
4,-0.14,1.07,0.05,48.19
4,-0.01,1.07,0.08,42.74
4,0.12,1.03,0.08,42.74
4,0.03,0.95,0.18,42.40
4,0.03,0.94,0.18,43.34
4,-0.14,1.00,0.18,43.54
4,-0.18,0.94,0.12,45.11
4,-0.18,1.04,0.06,46.89
4,-0.06,1.04,0.06,40.43
4,0.11,1.07,0.07,40.43
4,0.12,0.96,0.15,45.19
4,0.06,0.96,0.14,49.37
4,-0.11,0.98,0.20,49.37
4,-0.18,0.97,0.13,45.40
4,-0.18,0.95,0.08,41.86
4,-0.08,1.01,0.08,41.64
4,0.08,1.08,0.06,40.85
4,0.08,0.99,0.12,38.38
4,0.08,0.99,0.12,42.01
4,-0.06,0.96,0.21,42.01
4,-0.06,0.99,0.14,43.22
4,-0.18,0.99,0.14,44.01
4,-0.11,0.96,0.08,44.01
4,0.04,1.09,0.05,42.12
4,0.04,1.09,0.10,41.53
4,0.11,1.01,0.10,41.77
4,-0.02,0.95,0.20,37.07
4,-0.02,0.95,0.16,48.63
4,-0.17,1.01,0.16,48.12
4,-0.14,0.93,0.11,48.12
4,-0.14,1.08,0.05,51.41
4,0.00,1.08,0.02,48.04
4,0.11,1.03,0.08,48.04
4,0.01,0.94,0.18,41.25
4,0.01,0.94,0.18,41.29
4,-0.16,1.01,0.18,41.29
4,-0.16,0.94,0.13,47.73
4,-0.16,0.99,0.05,43.29
4,-0.04,1.05,0.05,43.63
4,0.11,1.06,0.08,43.63
4,0.11,0.96,0.14,45.92
4,0.05,0.96,0.13,38.49
4,-0.13,0.99,0.20,38.49
4,-0.18,0.96,0.12,41.54
4,-0.18,0.96,0.08,41.37
4,-0.08,1.02,0.08,41.37
4,0.08,1.08,0.05,42.02
4,0.08,1.10,0.12,42.62
4,0.08,0.97,0.12,42.68
4,-0.08,0.96,0.20,43.46
4,-0.08,0.99,0.13,44.88
4,-0.19,0.99,0.13,42.23
4,-0.11,0.96,0.09,42.23
4,-0.08,1.09,0.06,44.93
4,0.05,1.09,0.03,43.54
4,0.10,1.00,0.10,43.54
4,-0.03,0.95,0.21,47.37
4,-0.03,0.95,0.16,46.61
4,-0.17,1.01,0.16,46.40
4,-0.14,0.94,0.10,47.18
4,-0.14,1.09,0.05,37.28
4,-0.00,1.09,0.05,44.55
4,0.11,1.03,0.08,44.55
4,0.07,0.94,0.18,46.36
4,0.01,0.94,0.16,40.62
4,-0.16,1.00,0.16,40.62
4,-0.16,0.94,0.11,43.09
4,-0.16,0.94,0.05,40.40
4,-0.04,1.06,0.05,40.40
4,0.11,1.05,0.07,40.40
4,0.11,1.02,0.15,39.20
4,0.04,0.96,0.15,46.62
4,-0.12,0.99,0.19,46.62
4,-0.12,0.95,0.12,40.90
4,-0.18,0.95,0.07,42.12
4,-0.07,1.02,0.07,42.12
5,0.06,1.09,0.06,42.74
5,0.09,0.99,0.12,42.74
5,0.08,0.94,0.22,41.82
5,-0.04,0.94,0.20,41.01
5,-0.18,1.00,0.14,41.01
5,-0.13,0.95,0.10,42.34
5,-0.13,0.95,0.06,44.20
5,0.02,1.09,0.06,44.12
5,0.12,1.02,0.09,48.03
5,0.12,1.06,0.18,38.53
5,-0.00,0.93,0.18,43.03
5,-0.17,1.00,0.17,43.03
5,-0.17,0.93,0.11,42.67
5,-0.15,0.93,0.07,45.84
5,-0.02,1.06,0.07,45.84
5,0.11,1.05,0.07,47.22
5,0.11,1.05,0.16,45.39
5,0.03,0.95,0.16,45.39
5,-0.13,1.00,0.18,42.01
5,-0.13,1.01,0.12,42.82
5,-0.17,0.95,0.12,42.86
5,-0.06,1.03,0.07,43.64
5,-0.06,1.07,0.07,43.50
5,0.09,1.07,0.07,42.79
5,0.06,0.96,0.14,42.79
5,0.09,0.97,0.19,44.77
5,-0.10,0.97,0.14,45.21
5,-0.17,0.97,0.14,45.21
5,-0.09,0.99,0.08,48.27
5,-0.09,0.96,0.06,41.69
5,0.07,1.08,0.06,41.97
5,0.09,0.98,0.11,47.46
5,0.09,0.96,0.20,43.19
5,-0.06,0.96,0.20,44.26
5,-0.18,1.00,0.14,44.26
5,-0.18,0.95,0.10,44.24
5,-0.12,0.95,0.11,43.04
5,0.04,1.08,0.05,43.04
5,0.10,1.00,0.09,41.25
5,0.10,1.00,0.19,48.67
5,-0.02,0.95,0.19,48.77
5,-0.17,1.01,0.16,43.29
5,-0.17,0.95,0.11,40.90
5,-0.14,0.95,0.11,40.13
5,-0.02,1.08,0.05,40.13
5,-0.01,1.04,0.08,40.50
5,0.11,1.04,0.12,38.07
5,0.03,0.95,0.18,38.07
5,-0.14,0.99,0.18,42.32
5,-0.14,0.99,0.12,45.93
5,-0.17,0.95,0.12,45.93
5,-0.05,1.04,0.06,44.84
5,-0.05,1.06,0.07,43.71
5,0.10,1.06,0.07,42.42
5,0.06,0.97,0.14,42.42
5,0.06,0.98,0.19,43.76
5,-0.10,0.98,0.19,40.91
5,-0.18,0.98,0.12,40.91
5,-0.14,1.00,0.08,40.25
5,-0.08,1.00,0.06,47.39
5,0.08,1.08,0.06,47.39
5,0.09,0.98,0.12,42.40
5,0.09,0.96,0.21,46.29
5,-0.06,0.96,0.21,46.54
5,-0.18,0.99,0.14,45.76
5,-0.18,0.96,0.10,42.43
5,-0.12,0.96,0.10,43.29
5,0.04,1.08,0.05,43.29
5,0.04,1.01,0.10,43.44
5,0.11,1.01,0.20,43.70
5,-0.02,0.95,0.20,43.70
5,-0.17,1.00,0.15,49.31
5,-0.17,1.01,0.10,44.91
5,-0.14,0.94,0.10,44.82
5,0.00,1.07,0.06,44.03
5,0.00,1.03,0.08,42.22
5,0.11,1.03,0.08,46.92
5,0.01,0.95,0.18,46.92
5,0.04,1.01,0.17,43.26
5,-0.14,1.01,0.17,44.01
5,-0.16,0.94,0.11,44.01
5,-0.05,1.05,0.07,41.69
5,-0.05,1.05,0.07,44.58
5,0.10,1.06,0.07,44.17
5,0.04,0.97,0.16,44.95
5,0.04,0.99,0.19,44.84
5,-0.11,0.99,0.19,43.83
5,-0.17,0.97,0.12,43.83
5,-0.14,1.01,0.07,39.95
5,-0.08,1.01,0.07,48.43
5,0.08,1.07,0.07,48.43
5,0.08,0.98,0.13,44.53
5,0.08,0.98,0.20,44.88
5,-0.07,0.97,0.20,44.88
5,-0.18,0.99,0.14,39.36
5,-0.18,0.97,0.10,41.87
5,-0.10,0.97,0.10,41.53
5,0.04,1.09,0.06,42.32
5,0.04,1.01,0.10,40.57
5,0.09,1.01,0.07,38.27
5,-0.03,0.95,0.19,38.27
5,-0.05,1.00,0.15,42.46
5,-0.18,1.00,0.10,46.06
5,-0.13,0.95,0.10,46.06
5,0.01,1.08,0.06,43.92
5,0.01,1.09,0.09,43.71
5,0.11,1.02,0.09,43.03
5,0.01,0.96,0.17,42.24
5,0.01,1.01,0.17,45.28
5,-0.15,1.01,0.17,37.26
5,-0.16,0.93,0.10,37.26
5,-0.16,1.06,0.06,41.74
5,-0.03,1.06,0.07,43.92
5,0.10,1.05,0.07,43.92
5,0.04,0.96,0.16,45.69
5,0.04,1.00,0.19,43.40
5,-0.12,1.00,0.19,43.42
5,-0.17,0.94,0.12,42.64
5,-0.17,1.02,0.07,42.77
5,-0.07,1.02,0.07,43.03
5,0.09,1.07,0.06,43.03
5,0.07,0.98,0.13,44.55
5,0.07,0.98,0.14,42.64
5,-0.08,0.97,0.20,42.64
5,-0.18,0.98,0.13,44.08
5,-0.18,0.98,0.08,41.52
5,-0.10,0.98,0.08,41.59
5,0.06,1.08,0.06,44.72
5,0.06,1.12,0.12,52.35
5,0.08,1.00,0.12,43.53
5,-0.04,0.95,0.21,43.53
5,-0.04,1.00,0.14,40.83
5,-0.19,1.00,0.16,40.21
5,-0.13,0.96,0.10,40.21
5,0.01,1.08,0.06,47.74
5,0.01,1.08,0.10,45.21
5,0.11,1.02,0.10,45.21
5,-0.01,0.95,0.19,46.82
5,-0.01,0.94,0.16,45.63
5,-0.16,1.01,0.16,45.78
5,-0.15,0.95,0.11,45.78
5,-0.15,1.07,0.06,45.40
5,-0.02,1.07,0.02,44.34
5,0.11,1.03,0.08,44.34
5,0.10,0.97,0.17,40.76
5,0.04,0.97,0.18,43.20
5,-0.13,1.00,0.18,43.20
5,-0.17,0.96,0.12,41.95
5,-0.17,0.97,0.07,44.82
5,-0.07,1.03,0.07,44.92
5,0.10,1.07,0.07,42.57
5,0.10,0.97,0.14,43.79
5,0.06,0.97,0.14,42.51
5,-0.09,0.97,0.19,42.51
5,-0.10,0.97,0.13,39.87
5,-0.16,0.97,0.14,45.75
5,-0.08,0.99,0.08,45.75
5,0.06,1.07,0.06,37.91
5,0.06,1.07,0.12,41.99
5,0.09,0.98,0.12,41.90
5,-0.05,0.96,0.20,40.33
5,-0.05,0.99,0.14,45.21
5,-0.17,0.99,0.14,44.34
5,-0.12,0.95,0.09,44.34
5,-0.10,1.09,0.06,35.83
5,0.03,1.09,0.04,44.28
5,0.10,1.01,0.10,44.28
5,-0.01,0.95,0.20,47.27
5,-0.01,0.95,0.16,48.98
5,-0.16,1.00,0.16,48.62
5,-0.15,0.95,0.11,46.27
5,-0.15,0.94,0.06,43.37
5,-0.02,1.07,0.06,45.06
5,0.11,1.02,0.09,45.06
5,0.11,0.96,0.18,40.95
5,0.02,0.96,0.18,41.10
5,-0.15,0.99,0.18,41.10
5,-0.17,0.94,0.12,41.46
5,-0.17,0.94,0.07,42.23
5,-0.06,1.04,0.07,42.23
5,0.10,1.06,0.07,46.11
5,0.10,1.03,0.14,45.53
5,0.05,0.96,0.14,46.12
5,-0.10,0.98,0.19,44.55
5,-0.10,0.97,0.13,43.56
5,-0.17,0.97,0.13,44.11
5,-0.09,1.01,0.07,44.11
5,-0.12,1.07,0.06,40.41
5,0.07,1.07,0.13,42.99
5,0.08,0.99,0.13,42.99
5,-0.06,0.96,0.20,44.14
5,-0.06,0.98,0.14,41.67
5,-0.17,0.98,0.14,41.85
5,-0.11,0.96,0.09,37.93
5,-0.11,1.09,0.07,40.53
5,0.03,1.09,0.07,44.89
5,0.11,1.01,0.11,44.89
5,0.11,0.95,0.20,47.98
5,-0.02,0.95,0.21,44.67
5,-0.16,1.00,0.15,44.67
5,-0.14,0.95,0.11,45.49
5,-0.14,0.95,0.05,39.91
5,-0.00,1.07,0.05,40.54
5,0.09,1.03,0.08,50.72
5,0.09,1.01,0.17,39.67
5,0.02,0.95,0.17,41.85
5,-0.15,1.00,0.17,41.85
5,-0.17,0.95,0.12,48.06
5,-0.17,0.95,0.07,46.73
5,-0.04,1.04,0.07,46.73
5,0.10,1.06,0.08,41.61
5,0.10,1.06,0.15,46.04
5,0.04,0.96,0.15,46.04
5,-0.10,0.99,0.19,41.22
5,-0.10,0.96,0.12,40.68
5,-0.17,0.96,0.12,40.60
5,-0.08,1.01,0.07,40.60
5,-0.08,1.07,0.07,42.81
5,0.07,1.07,0.07,43.42
5,0.07,0.98,0.14,43.42
5,0.12,0.96,0.19,42.10
5,-0.07,0.96,0.14,44.05
5,-0.17,0.99,0.14,44.05
5,-0.11,0.97,0.08,41.10
5,-0.11,0.95,0.06,42.78
5,0.04,1.08,0.06,42.51
5,0.09,0.99,0.12,43.29
5,0.09,0.95,0.21,39.83
5,-0.03,0.95,0.21,40.74
5,-0.16,1.00,0.14,40.74
5,-0.13,0.96,0.10,41.12
5,-0.13,0.96,0.06,45.23
6,-0.03,1.04,0.08,44.11
6,0.10,1.04,0.11,38.45
6,0.03,0.95,0.17,38.45
6,-0.11,0.99,0.18,44.00
6,-0.11,0.99,0.12,43.09
6,-0.17,0.96,0.12,43.49
6,-0.07,1.02,0.07,43.49
6,-0.07,1.00,0.08,48.25
6,0.08,1.07,0.08,40.39
6,0.08,0.98,0.14,40.39
6,0.08,0.97,0.20,41.61
6,-0.08,0.97,0.19,39.06
6,-0.18,0.98,0.13,39.06
6,-0.10,0.99,0.08,42.73
6,-0.10,0.99,0.06,43.65
6,0.05,1.07,0.06,43.65
6,0.10,1.01,0.11,40.28
6,0.10,1.03,0.20,46.94
6,-0.04,0.96,0.20,47.37
6,-0.17,0.99,0.15,44.24
6,-0.17,0.96,0.09,44.40
6,-0.12,0.96,0.12,45.12
6,0.01,1.07,0.06,45.12
6,0.05,1.01,0.10,49.22
6,0.11,1.01,0.19,46.25
6,-0.00,0.95,0.19,46.25
6,-0.15,1.00,0.16,43.54
6,-0.15,1.01,0.11,46.31
6,-0.16,0.94,0.11,46.92
6,-0.03,1.07,0.06,38.30
6,-0.03,1.03,0.09,48.69
6,0.10,1.03,0.09,40.74
6,0.03,0.96,0.17,40.74
6,0.00,1.00,0.17,47.13
6,-0.12,1.00,0.18,41.02
6,-0.17,0.97,0.11,41.02
6,-0.07,1.03,0.06,46.69
6,-0.07,1.06,0.07,40.22
6,0.09,1.06,0.07,40.31
6,0.05,0.98,0.14,46.57
6,0.05,0.99,0.19,47.94
6,-0.09,0.99,0.19,48.08
6,-0.17,0.97,0.13,48.08
6,-0.15,0.99,0.08,46.86
6,-0.09,0.99,0.06,44.83
6,0.05,1.07,0.06,44.83
6,0.09,0.99,0.13,45.77
6,0.09,0.99,0.20,42.00
6,-0.05,0.96,0.20,42.11
6,-0.18,0.99,0.14,42.11
6,-0.18,0.97,0.10,45.45
6,-0.12,0.97,0.10,40.39
6,0.03,1.08,0.06,40.39
6,0.03,1.01,0.10,46.67
6,0.09,1.01,0.08,48.12
6,-0.01,0.95,0.20,48.12
6,-0.16,1.00,0.15,42.76
6,-0.16,1.00,0.10,49.12
6,-0.14,0.95,0.10,49.12
6,-0.02,1.07,0.05,39.25
6,-0.02,1.09,0.09,42.14
6,0.10,1.03,0.09,41.93
6,0.03,0.96,0.17,43.50
6,0.03,1.00,0.18,42.84
6,-0.13,1.00,0.18,42.22
6,-0.16,0.95,0.12,42.22
6,-0.18,1.04,0.07,44.29
6,-0.06,1.04,0.07,45.10
6,0.09,1.05,0.07,45.10
6,0.05,0.97,0.15,44.87
6,0.05,0.98,0.19,44.24
6,-0.10,0.98,0.19,44.27
6,-0.18,0.96,0.13,45.84
6,-0.18,1.00,0.08,47.08
6,-0.08,1.00,0.08,41.89
6,0.07,1.06,0.07,41.89
6,0.08,0.99,0.14,41.95
6,0.08,0.99,0.13,47.96
6,-0.06,0.96,0.19,47.96
6,-0.17,0.98,0.13,43.85
6,-0.17,0.98,0.08,48.21
6,-0.11,0.98,0.08,48.15
6,0.03,1.07,0.06,41.10
6,0.03,1.01,0.11,44.91
6,0.09,1.01,0.11,46.30
6,-0.02,0.96,0.19,46.30
6,-0.04,1.00,0.15,45.81
6,-0.16,1.00,0.16,40.74
6,-0.14,0.96,0.10,40.74
6,-0.01,1.08,0.06,43.08
6,-0.01,1.08,0.09,44.24
6,0.10,1.02,0.09,44.11
6,0.02,0.96,0.18,42.54
6,0.02,0.94,0.17,40.56
6,-0.14,1.00,0.17,43.82
6,-0.15,0.96,0.11,43.82
6,-0.15,1.05,0.06,43.55
6,-0.05,1.05,0.02,43.04
6,0.09,1.05,0.08,43.04
6,0.10,0.96,0.15,43.59
6,0.04,0.96,0.19,42.81
6,-0.11,0.99,0.19,42.81
6,-0.17,0.96,0.12,47.68
6,-0.17,0.94,0.08,42.46
6,-0.08,1.01,0.08,42.34
6,0.08,1.06,0.08,46.26
6,0.08,0.98,0.13,45.19
6,0.07,0.98,0.13,41.26
6,-0.07,0.97,0.19,41.26
6,-0.10,0.98,0.13,43.42
6,-0.16,0.98,0.09,44.37
6,-0.10,0.98,0.09,44.37
6,0.04,1.07,0.07,43.92
6,0.04,1.12,0.11,43.66
6,0.09,1.00,0.11,43.03
6,-0.03,0.96,0.20,42.24
6,-0.03,1.00,0.15,41.17
6,-0.16,1.00,0.15,41.95
6,-0.14,0.96,0.09,41.95
6,-0.13,1.07,0.06,43.45
6,-0.00,1.07,0.03,43.34
6,0.10,1.03,0.09,43.34
6,0.01,0.96,0.19,38.41
6,0.01,0.96,0.15,40.15
6,-0.14,1.00,0.15,40.04
6,-0.16,0.94,0.11,41.60
6,-0.16,0.99,0.07,40.40
6,-0.04,1.05,0.07,41.88
6,0.09,1.04,0.09,41.88
6,0.11,0.96,0.17,43.49
6,0.05,0.96,0.17,45.91
6,-0.12,1.00,0.17,45.91
6,-0.16,0.96,0.12,46.05
6,-0.16,0.96,0.07,42.84
6,-0.06,1.02,0.07,42.84
6,0.08,1.06,0.07,42.94
6,0.08,1.04,0.13,51.79
6,0.07,0.98,0.13,45.47
6,-0.08,0.97,0.19,45.47
6,-0.08,0.98,0.13,42.93
6,-0.17,0.98,0.15,47.57
6,-0.09,0.99,0.08,47.57
6,-0.07,1.07,0.07,45.36
6,0.05,1.07,0.11,46.51
6,0.09,1.00,0.11,46.51
6,-0.03,0.96,0.19,40.89
6,-0.03,0.99,0.14,46.25
6,-0.17,0.99,0.14,46.74
6,-0.12,0.97,0.09,44.39
6,-0.12,1.06,0.05,46.54
6,0.01,1.06,0.05,43.41
6,0.10,1.01,0.10,43.41
6,0.12,0.95,0.20,44.83
6,-0.01,0.95,0.22,40.39
6,-0.15,1.00,0.16,40.39
6,-0.15,0.95,0.10,37.77
6,-0.15,1.00,0.06,41.06
6,-0.03,1.06,0.06,40.77
6,0.10,1.04,0.09,43.12
6,0.10,0.97,0.16,41.14
6,0.03,0.97,0.16,49.86
6,-0.12,1.00,0.17,49.86
6,-0.10,0.95,0.11,40.33
6,-0.17,0.95,0.07,43.64
6,-0.06,1.03,0.07,43.64
6,0.08,1.05,0.08,41.68
6,0.08,1.05,0.15,48.15
6,0.06,0.98,0.15,48.14
6,-0.10,0.98,0.19,41.09
6,-0.10,0.97,0.13,41.90
6,-0.17,0.97,0.13,41.97
6,-0.10,1.00,0.09,41.97
6,-0.10,1.06,0.07,42.17
6,0.06,1.06,0.12,47.43
6,0.08,0.99,0.12,47.43
6,-0.05,0.96,0.20,43.83
6,-0.05,0.96,0.14,45.40
6,-0.17,1.00,0.14,45.40
6,-0.12,0.97,0.09,38.90
6,-0.12,0.94,0.06,47.24
6,0.02,1.07,0.06,47.22
6,0.10,1.01,0.11,45.65
6,0.10,0.96,0.19,45.45
6,-0.01,0.96,0.22,36.97
6,-0.16,1.00,0.16,36.97
6,-0.15,0.96,0.12,41.90
6,-0.15,0.96,0.06,43.82
6,-0.02,1.06,0.06,43.82
6,0.10,1.03,0.09,46.31
6,0.10,1.02,0.17,41.33
6,0.03,0.96,0.17,41.29
6,-0.12,1.00,0.17,46.77
6,-0.12,0.96,0.11,44.20
6,-0.16,0.96,0.11,41.32
6,-0.06,1.04,0.06,41.32
6,-0.04,1.05,0.08,45.88
6,0.08,1.05,0.09,44.03
6,0.05,0.97,0.15,44.03
6,-0.10,0.99,0.18,44.26
6,-0.10,0.99,0.12,42.14
6,-0.16,0.97,0.12,41.70
6,-0.09,1.01,0.08,41.70
6,-0.09,1.06,0.07,45.32
6,0.06,1.06,0.07,45.97
6,0.08,0.99,0.13,45.97
6,0.06,0.97,0.19,40.47
6,-0.06,0.97,0.20,44.07
6,-0.17,0.99,0.14,44.07
6,-0.11,0.97,0.08,41.70
6,-0.11,0.97,0.07,43.08
6,0.03,1.07,0.07,43.60
6,0.09,1.01,0.11,45.17
6,0.09,1.01,0.19,42.70
6,-0.02,0.95,0.19,40.47
6,-0.16,1.00,0.16,40.47
6,-0.16,0.96,0.09,43.93
6,-0.14,0.96,0.07,44.12
6,-0.01,1.06,0.07,44.12
6,0.10,1.02,0.10,41.70
6,0.10,1.02,0.17,41.80
6,0.02,0.96,0.17,41.80
6,-0.13,1.00,0.17,40.24
6,-0.13,1.01,0.11,49.25
6,-0.15,0.95,0.11,48.76
6,-0.05,1.04,0.06,44.84
6,-0.05,1.04,0.08,46.53
6,0.09,1.04,0.10,44.99
6,0.04,0.97,0.16,44.99
6,0.02,0.99,0.18,44.66
6,-0.11,0.99,0.12,43.56
6,-0.16,0.97,0.12,43.56
6,-0.07,1.01,0.08,45.18
7,0.04,1.06,0.07,48.00
7,0.09,1.00,0.12,42.63
7,0.09,1.02,0.20,46.36
7,-0.03,0.96,0.20,46.54
7,-0.15,1.00,0.15,39.49
7,-0.15,0.96,0.09,42.22
7,-0.13,0.96,0.09,39.67
7,0.01,1.07,0.06,39.67
7,0.03,1.02,0.11,40.06
7,0.09,1.02,0.12,44.30
7,0.01,0.96,0.18,44.30
7,-0.15,1.00,0.16,43.97
7,-0.15,1.00,0.11,40.78
7,-0.16,0.96,0.11,41.23
7,-0.04,1.05,0.07,42.01
7,-0.04,1.04,0.09,41.75
7,0.09,1.04,0.09,39.83
7,0.03,0.97,0.17,39.83
7,0.03,0.99,0.17,43.11
7,-0.11,0.99,0.19,43.83
7,-0.16,0.96,0.12,43.83
7,-0.07,1.03,0.07,41.47
7,-0.07,1.03,0.08,47.15
7,0.08,1.05,0.08,47.15
7,0.07,0.98,0.14,40.63
7,0.07,0.98,0.19,44.68
7,-0.07,0.98,0.19,45.44
7,-0.16,0.98,0.13,45.44
7,-0.16,1.00,0.08,42.36
7,-0.10,1.00,0.07,46.31
7,0.05,1.07,0.07,46.31
7,0.02,0.99,0.13,45.86
7,0.08,0.99,0.20,43.90
7,-0.03,0.96,0.20,43.90
7,-0.17,0.99,0.13,45.58
7,-0.17,0.97,0.09,49.12
7,-0.12,0.97,0.09,48.78
7,0.01,1.06,0.07,39.38
7,0.01,1.02,0.10,43.97
7,0.10,1.02,0.10,44.44
7,-0.01,0.94,0.19,44.44
7,-0.02,1.00,0.16,40.53
7,-0.15,1.00,0.17,48.00
7,-0.15,0.95,0.10,48.00
7,-0.03,1.05,0.06,40.52
7,-0.03,1.03,0.09,39.14
7,0.09,1.03,0.09,39.88
7,0.03,0.96,0.17,40.66
7,0.03,0.99,0.17,42.79
7,-0.12,0.99,0.17,43.33
7,-0.16,0.95,0.11,43.33
7,-0.19,1.03,0.07,45.79
7,-0.06,1.03,0.07,47.64
7,0.08,1.04,0.07,47.64
7,0.06,0.96,0.14,43.08
7,0.06,0.96,0.19,42.96
7,-0.09,0.98,0.19,42.89
7,-0.17,0.98,0.12,43.67
7,-0.17,0.94,0.07,43.27
7,-0.09,1.00,0.07,40.52
7,0.05,1.07,0.08,40.52
7,0.05,0.99,0.12,41.64
7,0.07,0.99,0.08,39.12
7,-0.05,0.97,0.20,39.12
7,-0.16,0.99,0.13,45.51
7,-0.16,0.99,0.08,40.51
7,-0.12,0.98,0.08,40.51
7,0.02,1.06,0.06,43.52
7,0.02,1.07,0.11,41.63
7,0.09,1.01,0.11,41.60
7,-0.01,0.96,0.18,41.60
7,-0.01,0.99,0.15,45.10
7,-0.14,0.99,0.16,42.88
7,-0.14,0.96,0.10,42.88
7,-0.15,1.06,0.06,48.14
7,-0.02,1.06,0.08,44.38
7,0.10,1.03,0.08,44.38
7,0.02,0.97,0.17,40.47
7,0.02,0.94,0.16,43.14
7,-0.12,1.00,0.16,43.67
7,-0.16,0.95,0.11,42.89
7,-0.16,1.04,0.08,43.95
7,-0.06,1.04,0.08,41.47
7,0.08,1.04,0.08,41.47
7,0.12,0.97,0.14,41.46
7,0.05,0.97,0.18,44.72
7,-0.10,0.99,0.18,44.72
7,-0.17,0.97,0.13,47.17
7,-0.17,0.97,0.07,43.29
7,-0.08,1.01,0.07,43.31
7,0.06,1.06,0.07,41.75
7,0.06,0.99,0.12,45.27
7,0.08,0.99,0.12,38.67
7,-0.06,0.97,0.19,38.67
7,-0.04,0.98,0.13,39.31
7,-0.16,0.98,0.15,45.32
7,-0.10,0.98,0.08,45.32
7,0.03,1.07,0.07,46.99
7,0.03,1.07,0.12,47.99
7,0.09,1.00,0.12,48.22
7,-0.02,0.96,0.18,45.87
7,-0.02,0.99,0.15,41.84
7,-0.16,0.99,0.15,45.53
7,-0.13,0.95,0.10,45.53
7,-0.13,1.06,0.07,44.58
7,-0.02,1.06,0.10,39.35
7,0.09,1.03,0.10,39.35
7,0.08,0.96,0.17,41.92
7,0.02,0.96,0.17,43.54
7,-0.14,1.00,0.17,43.54
7,-0.15,0.95,0.11,48.93
7,-0.15,0.98,0.08,39.90
7,-0.05,1.04,0.08,40.16
7,0.09,1.04,0.09,41.73
7,0.09,0.97,0.15,43.16
